,text,retweetCount
2561,"RT @TheDarjChron: #Demonetization #NorthEast Reaction: Tourist in #Darjeeling ""government could have introduced smaller currencies, a lot o…",36
2562,"RT @TheDarjChron: #Demonetization #NorthEast reaction: Tourist in #Darjeeling ""we can live with short term difficulties, but our country ne…",51
2563,"RT @TheDarjChron: #Demonetization #NorthEast : ""they are senior citizens, they are not literate, but they support this initiative I came to…",70
2564,"RT @TheDarjChron: #Demonetization #NorthEast Reaction: Senior Citizen ""we are happy...everyone faces some trouble... but we are very happy…",90
2565,"RT @TheDarjChron: #Demonetization #NorthEast Reaction: Youth ""@PMOIndia took excellent step 2end terrorism, naxalism, curb black money we s…",71
2566,"RT @TheDarjChron: #Demonetization #NorthEast Reaction: Senior citizen #Kalimpong ""its ok, so what if we have to stand in line... this was m…",96
2567,"RT @TheDarjChron: #Demonetization #NorthEast Reaction: Senior citizen #Darjeeling ""though we are facing some inconvenience, it is necessary…",157
2568,"RT @TheDarjChron: #Demonetization #NorthEast Reaction: Small businessman ""it is our duty to support this initiative.. by standing in line w…",134
2569,RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…,637
2570,"RT @Joydeep_911: Calling all Nationalists to join...
Walk for #CorruptionFreeIndia and spread the benefits of #Demonetization among the mas…",112
2571,"RT @TheDarjChron: #Demonetization #NorthEast Reaction: #Darjeeling @HDFC_Bank Manager ""we helped as many tourists as possible, for the sake…",144
2572,"RT @TheDarjChron: #Demonetization #NorthEast Reaction: #Kurseong a student says, ""this is a historical step taken by @PMO_India, black mone…",142
2573,#demonetization what would be effect on intelligence gathering? Is National security not compromised?,0
2574,"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",270
2575,"RT @TheDarjChron: #Demonetization #NorthEast Reaction: #Kalimpong a driver by profession says ""even though we face difficulties, we support…",104
2576,RT @TheDarjChron: #Demonetization #NorthEast Reaction: #Darjeeling small businessman has a message to opposition parties- Help the Govt ins…,550
2577,RT @rssurjewala: Critical question: Was PayTM informed about #Demonetization edict by PM? It's clearly fishy and requires full disclosure &amp;…,331
2578,"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",270
2579,"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",270
2580,"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",270
2581,"RT @bsindia: Where gory warnings fail, cash crunch prevails: Cigarette sales down 40% after #Demonetization https://t.co/xr6OVBYzrD @shamee…",4
2582,RT @ModiBharosa: Putting Nation over Party Politics #nitishkumar supports PM @narendramodi on #Demonetization https://t.co/UodwXdPMmG,275
2583,"Days before #Demonetization announcement, @ncbn sold his Heritage shares,clearly evident that he had prior knowledg… https://t.co/HmvmNZMqaY",33
2584,"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",270
2585,RT @centerofright: #DeMonetization - Finally - No country at such a large scale has gone ahead with such a move. Give it to all us citizens…,32
2586,RT @bsindia: Supreme Court refuses to stay petitions against #Demonetization https://t.co/LEAj1IwvLy https://t.co/qRw30XKE3z,12
2587,"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",270
2588,"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",270
2589,"RT @Joydeep_911: Calling all Nationalists to join...
Walk for #CorruptionFreeIndia and spread the benefits of #Demonetization among the mas…",112
2590,"Retweeted Modi Bharosa (@ModiBharosa):

Huge support for PM @narendramodi ’s #demonetization Move Across the... https://t.co/KpCnzcWguU",0
2591,"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",270
2592,"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",270
2593,"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",270
2594,RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…,637
2595,"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",270
2596,RT @arifkhan7: Bangalore's @tinucherian visits 23 ATMs to see if media is lying about the note ban? #demonetization https://t.co/0Gmlpksrpx,8
2597,RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…,637
2598,"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",270
2599,"RT @Joydeep_911: Calling all Nationalists to join...
Walk for #CorruptionFreeIndia and spread the benefits of #Demonetization among the mas…",112
2600,"After  #demonetization every opposition party try to #demoditization but on other side public in full favor of #Remoditization (2019)....,,,",0
2601,"RT @Joydeep_911: Calling all Nationalists to join...
Walk for #CorruptionFreeIndia and spread the benefits of #Demonetization among the mas…",112
2602,"RT @thebetterindia: Tackling #Demonetization: 9 New Steps to Help Citizens Fight the Cash Crunch
https://t.co/ExvHcctRGp https://t.co/73EtE…",7
2603,"Thnks 2 #demonetization ,else v would ve nevr knwn the lve Didi, RAGA nd others hd in dere heart, Aprt 4rm Blk Money it hs bought love out",0
2604,"Country is today moving cashless and saying no to black money, can't understand why opposition is against… https://t.co/j6G6EJ6ph8",0
2605,"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",270
2606,"Sir @narendramodi , pls do not blink on #demonetization now. This is now or never, do or die.....may be even do and die as a last resort.",0
2607,"RT @Joydeep_911: Calling all Nationalists to join...
Walk for #CorruptionFreeIndia and spread the benefits of #Demonetization among the mas…",112
2608,"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",270
2609,RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…,637
2610,RT @cioandleader: Desperate times call for desperate measures? #demonetization #frugalinnovation #jugaad https://t.co/p62ySGFgVk,1
2611,"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",270
2612,"RT ModiBharosa: Huge support for PM narendramodi ’s #demonetization Move Across the Nation 
80-86% people back dem… https://t.co/HCZNbbpPYY",0
2613,"RT @bsindia: Where gory warnings fail, cash crunch prevails: Cigarette sales down 40% after #Demonetization https://t.co/xr6OVBYzrD @shamee…",4
2614,Govt  must assess impact of #Demonetization on #Agriculture to  arrest Production and Earnings loss -… https://t.co/iKa2QevBvQ,0
2615,"RT @centerofright: #DeMonetization - Folks who used to do big ticket purchases like bikes, cars using cash have vanished away",19
2616,"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",270
2617,"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",270
2618,"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",270
2619,"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",270
2620,RT @ayushman_06: Bharat Bandh called by 'United Opposition' on Nov 28 #Demonetization. They are protesting against a problem by creating a…,1
2621,RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…,637
2622,RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…,637
2623,Someone did a press conference for 34 minutes on #demonetization. How much black money lost for this guy??? One Lakh Crore???,0
2624,"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",270
2625,"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",270
2626,RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…,637
2627,RT @ModiBharosa: Putting Nation over Party Politics #nitishkumar supports PM @narendramodi on #Demonetization https://t.co/UodwXdPMmG,275
2628,RT @cioandleader: #Demonetizationeffect marks the return of jugaad: https://t.co/6AJZRwrvS3 #demonetization #BlackMoney https://t.co/TADwHl…,1
2629,"The Effects of India's Currency Reform? 'Chaos' Say Analysts https://t.co/9G3fC23Ce0

#DeMonetization @nytimes",1
2630,RT @IamRitzV: The mic of a BSP leader was snatched away from him as he started praising Modiji for his #Demonetization move during Mayawati…,9
2631,RT @ippatel: Retaining all seats of LS and state in Byelection by BJP has proved the people's support on #DeMonetization. It should be abov…,123
2632,RT @RoflTeja: Government #Demonetization Process https://t.co/0k5BXAvmy7,36
2633,RT @steve_hanke: #Demonetization should only be implemented in times of crisis. #India has implemented in a time otherwise and chaos will e…,17
2634,"RT @Joydeep_911: Calling all Nationalists to join...
Walk for #CorruptionFreeIndia and spread the benefits of #Demonetization among the mas…",112
2635,RT @roamingraghu: Busting some myths around #demonetization . From https://t.co/bmuxKIoI6g &amp; https://t.co/bGYjLGUZgq (Please RT widely to c…,33
2636,Bharat Bandh called by 'United Opposition' on Nov 28 #Demonetization. They are protesting against a problem by creating a bigger one.,1
2637,#Demonetizationeffect marks the return of jugaad: https://t.co/6AJZRwrvS3 #demonetization #BlackMoney https://t.co/TADwHlLyJt,1
2638,RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…,637
2639,"RT @Joydeep_911: Calling all Nationalists to join...
Walk for #CorruptionFreeIndia and spread the benefits of #Demonetization among the mas…",112
2640,"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",270
2641,RT @ModiBharosa: Putting Nation over Party Politics #nitishkumar supports PM @narendramodi on #Demonetization https://t.co/UodwXdPMmG,275
2642,"RT @Joydeep_911: Calling all Nationalists to join...
Walk for #CorruptionFreeIndia and spread the benefits of #Demonetization among the mas…",112
2643,RT @ippatel: Retaining all seats of LS and state in Byelection by BJP has proved the people's support on #DeMonetization. It should be abov…,123
2644,"RT @thebetterindia: Tackling #Demonetization: 9 New Steps to Help Citizens Fight the Cash Crunch
https://t.co/ExvHcctRGp https://t.co/73EtE…",7
2645,RT @ippatel: Retaining all seats of LS and state in Byelection by BJP has proved the people's support on #DeMonetization. It should be abov…,123
2646,"RT @Karnikakahen: If you can't manage it, please quit. Don't take nation for granted #Demonetization #Cashban #<U+0928><U+094B><U+091F>_<U+0928><U+0939><U+0940><U+0902>_<U+092A><U+0940><U+090F><U+092E>_<U+092C><U+0926><U+0932><U+094B> #<U+092E><U+094B><U+0926><U+0940>_<U+0924><U+0941><U+092E>…",42
2647,"RT @Karnikakahen: If you can't manage it, please quit. Don't take nation for granted #Demonetization #Cashban #<U+0928><U+094B><U+091F>_<U+0928><U+0939><U+0940><U+0902>_<U+092A><U+0940><U+090F><U+092E>_<U+092C><U+0926><U+0932><U+094B>... https:…",3
2648,"Tackling #Demonetization: 9 New Steps to Help Citizens Fight the Cash Crunch
https://t.co/ExvHcctRGp https://t.co/73EtEtuEYh",7
2649,"RT @Joydeep_911: Calling all Nationalists to join...
Walk for #CorruptionFreeIndia and spread the benefits of #Demonetization among the mas…",112
2650,@TimesNow Why Mamata is linking religion with #DeMonetization? What is her intention? #NetasCashIn,0
2651,"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",270
2652,"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",270
2653,RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…,637
2654,Why Demonetization is Good News 4 Income Taxpayer https://t.co/ZNNPdQ4DpI @nitinbhatia121 #IncomeTaxRefund #Demonetization #PersonalFinance,0
2655,"RT @kanikacart: We are used to of #demonetization in Russia, we've been robbed by our government every several years https://t.co/Y1GTtMTHpy",5
2656,RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…,637
